identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
34366966_1143800;Gemeente Amsterdam;G;Australiehavenweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2994;-999;59;55;0;0;0;0;0;MT2017_1559;27-9-2022 09:14;LINESTRING(115084 491033.9999999999,115088.9999999999 491565)
34366966_1143801;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5105;-999;45;19;0;0.14;0.14;0.14;0.14;MT2017_1560;27-9-2022 09:14;LINESTRING(115111 485097.9999999999,115097.9999999999 485093.9999999999)
34366966_1143806;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5018;-999;42;18;0;0;0;0;0;MT2017_1561;27-9-2022 09:14;LINESTRING(115185 485137,115207.9999999999 485146,115270 485165.9999999999,115321 485181,115493 485236.9999999999,115495.9999999999 485238)
34366966_1143807;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5018;-999;42;18;0;0;0;0;0;MT2017_1562;27-9-2022 09:14;LINESTRING(115189 485123,115199 485127,115331.9999999999 485170,115400.9999999999 485191.9999999999,115450 485208.9999999999,115488.9999999999 485221.9999999999,115501.9999999999 485226)
34366966_1143824;Gemeente Amsterdam;G;Plesmanlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6114;-999;177;84;110;0;0;0;0;MT2017_1567;27-9-2022 09:14;LINESTRING(115280.102 484767.3549999999,115468.9999999999 484830,115613 484877,115741 484917.9999999999)
34366966_1143825;Gemeente Amsterdam;G;President Allendelaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;13500;-999;244;94;178;0.03;0.03;0.03;0.03;MT2017_1568;27-9-2022 09:14;LINESTRING(115317.435 486655.667,115345.9999999999 486664.9999999999,115479.5959999999 486706.5629999999)
34366966_1143828;Gemeente Amsterdam;G;Meer en Vaart;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6406;-999;134;51;148;0.19;0.19;0.19;0.19;MT2017_1547;27-9-2022 09:14;LINESTRING(115392.9999999999 486251,115467 486019.9999999999)
34366966_1143829;Gemeente Amsterdam;G;Meer en Vaart;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6406;-999;134;51;148;0.19;0.19;0.19;0.19;MT2017_1569;27-9-2022 09:14;LINESTRING(115413 486258.9999999999,115413.9999999999 486254,115481.9999999999 486035,115484 486024.9999999999)
34366966_1143831;Gemeente Amsterdam;G;Sloterweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;13546;-999;249;156;54;0.05;0.05;0.05;0.05;MT2017_1571;27-9-2022 09:14;LINESTRING(115459 483877,115619.9999999999 483887.9999999999,115646 483889.9999999999,115705.9999999999 483894.9999999999,115752.9999999999 483898)
34366966_1143855;Gemeente Amsterdam;G;Louis Davidsstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3057;-999;88;42;55;0;0;0;0;MT2017_1595;27-9-2022 09:14;LINESTRING(115741 484917.9999999999,115739.9999999999 484919.9999999999,115739.9999999999 484923,115741 484926,115741.9999999999 484928.9999999999,115744 484931.9999999999,115746.9999999999 484933.9999999999,115748.9999999999 484935)
34366966_1143834;Gemeente Amsterdam;G;President Allendelaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;13500;-999;244;94;178;0.03;0.03;0.03;0.03;MT2017_1574;27-9-2022 09:14;LINESTRING(115479.5959999999 486706.5629999999,115536.3479999999 486724.2189999999)
34366966_1143836;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5894;-999;44;19;0;0.18;0.18;0.18;0.18;MT2017_1576;27-9-2022 09:14;LINESTRING(115495.9999999999 485238,115518 485247.9999999999,115537 485256,115562.596 485265.7869999999)
34366966_1143837;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5894;-999;44;19;0;0.18;0.18;0.18;0.18;MT2017_1577;27-9-2022 09:14;LINESTRING(115501.9999999999 485226,115548.9999999999 485243.9999999999,115566.406 485250.1069999999)
34366966_1143856;Gemeente Amsterdam;G;Plesmanlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3057;-999;88;42;55;0;0;0;0;MT2017_1596;27-9-2022 09:14;LINESTRING(115741 484917.9999999999,115741 484916,115742.9999999999 484912.9999999999,115745 484910.9999999999,115748 484909,115751 484907.9999999999,115755 484907,115758 484907.9999999999)
34366966_1143857;Gemeente Amsterdam;G;Plesmanlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5569;-999;109;49;148;0.02;0.02;0.02;0.02;MT2017_1597;27-9-2022 09:14;LINESTRING(115748.9999999999 484935,115749.9999999999 484935.9999999999,115754 484935.9999999999,115756.9999999999 484935.9999999999,115759.9999999999 484935,115762.9999999999 484933,115765.9999999999 484931,115768 484928,115768 484926)
34366966_1143838;Gemeente Amsterdam;G;President Allendelaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;13487;-999;246;94;178;0;0;0;0;MT2017_1578;27-9-2022 09:14;LINESTRING(115536.3479999999 486724.2189999999,115571 486735,115613.9999999999 486747.9999999999,115623.9999999999 486751.9999999999,115654.9999999999 486763,115712.9999999999 486786,115765 486810,115806 486833,115840 486854,115867 486871.9999999999,115900 486897,115908.9999999999 486903,115928.9999999999 486920,115945.9999999999 486934.9999999999,115986.9999999999 486972,116013 487000,116044.9999999999 487035.9999999999,116070 487066.9999999999,116094.9999999999 487101.9999999999,116121.9999999999 487143,116162.9999999999 487215,116175.9999999999 487241.9999999999,116192.9999999999 487279,116219 487340)
34366966_1143840;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5894;-999;44;19;0;0.18;0.18;0.18;0.18;MT2017_1580;27-9-2022 09:14;LINESTRING(115562.596 485265.7869999999,115571 485268.9999999999,115592.8889999999 485275.8609999999)
34366966_1143842;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;5894;-999;44;19;0;0.18;0.18;0.18;0.18;MT2017_1582;27-9-2022 09:14;LINESTRING(115566.406 485250.1069999999,115606 485264,115640.9999999999 485275.9999999999)
34366966_1143843;Gemeente Amsterdam;G;Basisweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8772;-999;522;390;62;0.02;0.02;0.02;0.02;MT2017_1583;27-9-2022 09:14;LINESTRING(115591.477 489863.3639999999,115593.9999999999 489860,115633.9999999999 489801.9999999999,115643 489792.9999999999,115657.9999999999 489773.9999999999,115685.9999999999 489740,115741 489679,115775.9999999999 489644.9999999999,115817.9999999999 489609.9999999999,115832 489597.9999999999,115908.9999999999 489541,115952.9999999999 489515,115992.9999999999 489496.9999999999,116015 489489,116267.9999999999 489428.9999999999,116284.9999999999 489426.9999999999)
34366966_1143844;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;5894;-999;44;19;0;0.18;0.18;0.18;0.18;MT2017_1584;27-9-2022 09:14;LINESTRING(115592.8889999999 485275.8609999999,115637.9999999999 485289.9999999999)
34366966_1143845;Gemeente Amsterdam;G;Meer en Vaart;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8116;-999;224;88;154;0.18;0.18;0.18;0.18;MT2017_1585;27-9-2022 09:14;LINESTRING(115610.933 485577.694,115620.8699999999 485542.926)
34366966_1143861;Gemeente Amsterdam;G;Plesmanlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5569;-999;109;49;148;0.02;0.02;0.02;0.02;MT2017_1601;27-9-2022 09:14;LINESTRING(115758 484907.9999999999,115761 484909,115764 484910.9999999999,115765.9999999999 484912.9999999999,115768 484916,115769 484919,115769 484921.9999999999,115769 484924.9999999999,115768 484926)
34366966_1143863;Gemeente Amsterdam;G;Plesmanlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;11138;-999;218;98;296;0.02;0.02;0.02;0.02;MT2017_1603;27-9-2022 09:14;LINESTRING(115768 484926,115796.9999999999 484935,115833 484945.9999999999,115874 484956,115917 484964.9999999999,115954 484970,115983.9999999999 484973,116026.9999999999 484975.9999999999,116063 484977,116074.9999999999 484977)
34366966_1143851;Gemeente Amsterdam;G;Cornelis Lelylaan;;SRM1;b;1;-999;;;-999;-999;;-999;70;-999;9774;-999;258;110;0;0;0;0;0;MT2017_2877;27-9-2022 09:14;LINESTRING(115635.7159999999 485547.138,115742.623 485582.4169999999,115770.395 485587.777,115783.064 485588.2639999999,115791.8339999999 485589.7259999999,115832 485602,116013 485658.9999999999,116073 485674.9999999999,116103 485681.9999999999,116162 485691,116206.9999999999 485693.9999999999,116231.925 485694.303)
34366966_1143865;Gemeente Amsterdam;G;Laan van Vlaanderen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2714;-999;66;23;126;0.04;0.04;0.04;0.04;MT2017_1605;27-9-2022 09:14;LINESTRING(115772.9999999999 484274,115825 484274)
34366966_1143867;Gemeente Amsterdam;G;Anderlechtlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3784;-999;93;32;121;0.08;0.08;0.08;0.08;MT2017_1607;27-9-2022 09:14;LINESTRING(115773.9999999999 484208.9999999999,115775.5679999999 484129.025)
34366966_1143869;Gemeente Amsterdam;G;Anderlechtlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3784;-999;93;32;121;0.07;0.07;0.07;0.07;MT2017_1609;27-9-2022 09:14;LINESTRING(115775.5679999999 484129.025,115776.9999999999 484055.9999999999)
34366966_1143854;Gemeente Amsterdam;G;Cornelis Lelylaan;;SRM1;b;1;-999;;;-999;-999;;-999;70;-999;9779;-999;261;109;0;0.05;0.05;0.05;0.05;MT2017_2878;27-9-2022 09:14;LINESTRING(115646.0749999999 485514.9969999999,115692.925 485529.7959999999,115766.985 485554.645,115782.0889999999 485560.004,115793.296 485564.877,115851.6389999999 485588.1609999999,115966.4369999999 485626.2509999999,116063.956 485652.579,116096.1139999999 485660.3749999999,116127.7839999999 485666.222,116162.3779999999 485670.607,116242 485681)
34366966_1143871;Gemeente Amsterdam;G;Sloterweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2576;-999;97;35;0;0;0;0;0;MT2017_1611;27-9-2022 09:14;LINESTRING(115785.9999999999 483898.9999999999,115830 483903,115853 483905.9999999999,115870 483910,115886 483915,115897.9999999999 483915.9999999999,115911 483915,115925.9999999999 483912.9999999999,115942.9999999999 483912,115962.9999999999 483912.9999999999,115992.9999999999 483915.9999999999,116050.9999999999 483922.9999999999,116117 483926,116147 483926.9999999999,116236.9999999999 483931.9999999999,116365 483940)
34366966_1143886;Gemeente Amsterdam;G;Plesmanlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9008;-999;129;69;0;0.01;0.01;0.01;0.01;MT2017_1626;27-9-2022 09:14;LINESTRING(116074.9999999999 484977,116131 484977,116383.9999999999 484980.9999999999)
34366966_1143887;Gemeente Amsterdam;G;Laan van Vlaanderen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3883;-999;70;26;126;0;0;0;0;MT2017_1627;27-9-2022 09:14;LINESTRING(116087.9999999999 484412,116090 484335.9999999999)
34366966_1143888;Gemeente Amsterdam;G;Antwerpenbaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2596;-999;23;10;86;0;0;0;0;MT2017_1628;27-9-2022 09:14;LINESTRING(116087.9999999999 484412,116101.9999999999 484414,116314.9999999999 484417,116324 484419.9999999999)
34366966_1143889;Gemeente Amsterdam;G;Antwerpenbaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2596;-999;23;10;86;0;0;0;0;MT2017_1629;27-9-2022 09:14;LINESTRING(116087.9999999999 484421,116098.9999999999 484421,116314.9999999999 484424,116324 484419.9999999999)
34366966_1143872;Gemeente Amsterdam;G;Laan van Vlaanderen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2794;-999;46;16;126;0.05;0.05;0.05;0.05;MT2017_1612;27-9-2022 09:14;LINESTRING(115825 484274,115924.9999999999 484274.9999999999)
34366966_1143873;Gemeente Amsterdam;G;Laan van Vlaanderen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2794;-999;46;16;126;0.05;0.05;0.05;0.05;MT2017_1613;27-9-2022 09:14;LINESTRING(115825 484281,115924.9999999999 484281.9999999999)
34366966_1143874;Gemeente Amsterdam;G;Laan van Vlaanderen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3197;-999;51;18;126;0.01;0.01;0.01;0.01;MT2017_1614;27-9-2022 09:14;LINESTRING(115924.9999999999 484274.9999999999,115952.9999999999 484276)
34366966_1143875;Gemeente Amsterdam;G;Laan van Vlaanderen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3197;-999;51;18;126;0.01;0.01;0.01;0.01;MT2017_1615;27-9-2022 09:14;LINESTRING(115924.9999999999 484281.9999999999,115952.9999999999 484281.9999999999)
34366966_1143892;Gemeente Amsterdam;G;Oude Haagseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2342;-999;60;22;20;0;0;0;0;MT2017_1632;27-9-2022 09:14;LINESTRING(116193.9999999999 483371.9999999999,116216 483380,116236.9999999999 483384.9999999999,116263 483389,116284 483391.9999999999,116307 483392.9999999999,116328 483394,116352 483392.9999999999,116383.9999999999 483391.9999999999,116410.9999999999 483391.9999999999,116449 483391,116497.9999999999 483389,116531.9999999999 483387.9999999999,116708.9999999999 483384,116741.9999999999 483384,116761 483384,116782 483387.9999999999,116799.9999999999 483392.9999999999,116813.9999999999 483399.9999999999,116829.9999999999 483408.9999999999,116846 483422.9999999999,116857.9999999999 483436,116866 483448,116873 483462,116874.9999999999 483473,116877 483481,116878.9999999999 483492.9999999999,116880 483504.9999999999,116880 483513.9999999999,116880.9999999999 483527,116880.9999999999 483535,116881.9999999999 483546,116881.9999999999 483560.9999999999,116883 483570,116883 483586.9999999999,116883 483595,116884 483607,116884.486 483619.1499999999)
34366966_1143878;Gemeente Amsterdam;G;Basisweg;;SRM1;b;1;-999;;;-999;-999;;-999;50;-999;8772;-999;522;390;62;0;0;0;0;MT2017_1618;27-9-2022 09:14;LINESTRING(115947 489553.9999999999,115968 489541,116023.9999999999 489510,116057 489494.9999999999,116091 489484,116129.9999999999 489475.9999999999,116165.9999999999 489472,116199 489472,116266 489472,116286 489470.9999999999)
34366966_1143894;Gemeente Amsterdam;G;Slotermeerlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6744;-999;123;47;89;0.06;0.06;0.06;0.06;MT2017_1634;27-9-2022 09:14;LINESTRING(116219 487340,116233 487357.9999999999,116233.9999999999 487370.9999999999,116236.9999999999 487389.9999999999,116242 487410,116267 487500,116267.9999999999 487502.9999999999)
34366966_1143895;Gemeente Amsterdam;G;Cornelis Lelylaan;;SRM1;b;1;-999;;;-999;-999;;-999;70;-999;9774;-999;258;110;0;0;0;0;0;MT2017_2879;27-9-2022 09:14;LINESTRING(116231.925 485694.303,116453.9999999999 485696.9999999999,116568.9999999999 485698,116823.9999999999 485700.9999999999,116884.9999999999 485702,117154 485705,117181 485705.9999999999,117203.9999999999 485709,117223.9999999999 485712)
34366966_1143896;Gemeente Amsterdam;G;Slotermeerlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6460;-999;124;48;89;0.09;0.09;0.09;0.09;MT2017_1636;27-9-2022 09:14;LINESTRING(116254.9999999999 487506,116270 487561.9999999999,116280 487598.9999999999,116284.4919999999 487614.721)
34366966_1143879;Gemeente Amsterdam;G;Laan van Vlaanderen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3197;-999;51;18;126;0;0;0;0;MT2017_1619;27-9-2022 09:14;LINESTRING(115952.9999999999 484276,116037.9999999999 484276,116064.546 484276.7809999999)
34366966_1143897;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4711;-999;42;15;120;0.02;0.02;0.02;0.02;MT2017_1637;27-9-2022 09:14;LINESTRING(116262.1919999999 485479.81,116317 485496.9999999999,116348 485508,116362.9999999999 485510)
34366966_1143898;Gemeente Amsterdam;G;Slotermeerlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6460;-999;124;48;89;0.09;0.09;0.09;0.09;MT2017_1638;27-9-2022 09:14;LINESTRING(116267.9999999999 487502.9999999999,116277.9999999999 487539.9999999999,116300 487622.9999999999,116308.9999999999 487647)
34366966_1143899;Gemeente Amsterdam;G;Slotermeerlaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6605;-999;128;49;89;0.09;0.09;0.09;0.09;MT2017_1639;27-9-2022 09:14;LINESTRING(116284.4919999999 487614.721,116287.9999999999 487626.9999999999,116293 487652)
34366966_1143900;Gemeente Amsterdam;G;Seineweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7237;-999;312;162;148;0.03;0.03;0.03;0.03;MT2017_1640;27-9-2022 09:14;LINESTRING(116295.9999999999 489041,116294.4729999999 489024.966,116295.2509999999 488864.6589999999,116294 488827)
34366966_1143902;Gemeente Amsterdam;G;Seineweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6272;-999;316;164;89;0;0;0;0;MT2017_1642;27-9-2022 09:14;LINESTRING(116308.724 489188.124,116307.9999999999 489156.9999999999,116307.9999999999 489142.9999999999,116307 489078,116307.9999999999 489041)
34366966_1143880;Gemeente Amsterdam;G;Laan van Vlaanderen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3197;-999;51;18;126;0;0;0;0;MT2017_1620;27-9-2022 09:14;LINESTRING(115952.9999999999 484281.9999999999,116053 484283,116061.9999999999 484283.9999999999,116071.9999999999 484292.9999999999,116074 484302,116074 484314,116074 484335)
34366966_1143903;Gemeente Amsterdam;G;Seineweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6404;-999;312;168;89;0;0;0;0;MT2017_1643;27-9-2022 09:14;LINESTRING(116308.724 489188.124,116308.9999999999 489214.9999999999,116311 489275.9999999999,116314 489318.9999999999)
34366966_1143904;Gemeente Amsterdam;G;Antwerpenbaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5772;-999;48;20;173;0.03;0.03;0.03;0.03;MT2017_1644;27-9-2022 09:14;LINESTRING(116324 484419.9999999999,116392.9999999999 484419.9999999999,116487 484428)
34366966_1143907;Gemeente Amsterdam;G;Slotermeerlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5202;-999;122;46;94;0.13;0.13;0.13;0.13;MT2017_1647;27-9-2022 09:14;LINESTRING(116342.9999999999 487840,116415 488107.9999999999)
34366966_1143882;Gemeente Amsterdam;G;Laan van Vlaanderen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3197;-999;51;18;126;0;0;0;0;MT2017_1622;27-9-2022 09:14;LINESTRING(116064.546 484276.7809999999,116071.9999999999 484276.9999999999,116078.9999999999 484280,116086 484285.9999999999,116088.9999999999 484293.9999999999,116090 484302.9999999999,116090 484335.9999999999)
34366966_1143908;Gemeente Amsterdam;G;Burgemeester Roellstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9702;-999;163;66;2;0;0;0;0;MT2017_1648;27-9-2022 09:14;LINESTRING(116349.9999999999 487668.9999999999,116364 487664.9999999999,116396.9999999999 487657,116432 487647,116449 487640,116457.9999999999 487636.9999999999,116470.9999999999 487633,116629.9999999999 487591,116717 487570,116758 487556.9999999999,116813.9999999999 487544,116869 487528.9999999999)
34366966_1143883;Gemeente Amsterdam;G;Laan van Vlaanderen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3883;-999;70;26;126;0;0;0;0;MT2017_1623;27-9-2022 09:14;LINESTRING(116071.9999999999 484410,116074 484335)
34366966_1143909;Gemeente Amsterdam;G;Burgemeester Roellstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9702;-999;163;66;2;0;0;0;0;MT2017_1649;27-9-2022 09:14;LINESTRING(116354 487685.9999999999,116382.9999999999 487678.9999999999,116453 487661.9999999999,116474 487657.9999999999,116585.9999999999 487628,116652 487610.9999999999,116739.9999999999 487588,116764 487582,116817.9999999999 487565.9999999999,116857 487553.9999999999,116873.9999999999 487549)
34366966_1143910;Gemeente Amsterdam;G;Slotermeerlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5058;-999;121;46;94;0.1;0.1;0.1;0.1;MT2017_1650;27-9-2022 09:14;LINESTRING(116358 487837,116383.046 487931.1849999999)
34366966_1143884;Gemeente Amsterdam;G;Antwerpenbaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2596;-999;23;10;86;0;0;0;0;MT2017_1624;27-9-2022 09:14;LINESTRING(116071.9999999999 484410,116087.9999999999 484412)
34366966_1143911;Gemeente Amsterdam;G;Slotermeerlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5202;-999;122;46;94;0.13;0.13;0.13;0.13;MT2017_1651;27-9-2022 09:14;LINESTRING(116383.046 487931.1849999999,116429 488103.9999999999)
34366966_1143913;Gemeente Amsterdam;G;Slotermeerlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5182;-999;113;44;94;0.22;0.22;0.22;0.22;MT2017_1653;27-9-2022 09:14;LINESTRING(116415 488107.9999999999,116463.9999999999 488292,116469 488314)
34366966_1143914;Gemeente Amsterdam;G;Slotermeerlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5182;-999;113;44;94;0.22;0.22;0.22;0.22;MT2017_1654;27-9-2022 09:14;LINESTRING(116429 488103.9999999999,116484 488311)
34366966_1143915;Gemeente Amsterdam;G;Burg de Vlugtlaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6550;-999;76;28;172;0.24;0.24;0.24;0.24;MT2017_1655;27-9-2022 09:14;LINESTRING(116469 488314,116474.9999999999 488313,116484 488311)
34366966_1143916;Gemeente Amsterdam;G;Slotermeerlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5182;-999;113;44;94;0.22;0.22;0.22;0.22;MT2017_1656;27-9-2022 09:14;LINESTRING(116469 488314,116471.9999999999 488330)
34366966_1143885;Gemeente Amsterdam;G;Antwerpenbaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2596;-999;23;10;86;0;0;0;0;MT2017_1625;27-9-2022 09:14;LINESTRING(116071.9999999999 484421,116087.9999999999 484421)
34366966_1143919;Gemeente Amsterdam;G;Burg de Vlugtlaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6550;-999;76;28;172;0.24;0.24;0.24;0.24;MT2017_1659;27-9-2022 09:14;LINESTRING(116484 488311,116520 488302,116674 488260.9999999999)
34366966_1143920;Gemeente Amsterdam;G;Burg de Vlugtlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5182;-999;113;44;94;0.22;0.22;0.22;0.22;MT2017_1660;27-9-2022 09:14;LINESTRING(116484 488311,116487 488323.9999999999)
34366966_1143921;Gemeente Amsterdam;G;Louwesweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5772;-999;48;20;173;0.12;0.12;0.12;0.12;MT2017_1661;27-9-2022 09:14;LINESTRING(116487 484428,116618.1679999999 484461.077)
34366966_1143922;Gemeente Amsterdam;G;Burg de Vlugtlaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6550;-999;76;28;172;0.24;0.24;0.24;0.24;MT2017_1662;27-9-2022 09:14;LINESTRING(116487 488323.9999999999,116504 488318,116511.9999999999 488316,116632 488285,116677.9999999999 488272.9999999999)
34366966_1143923;Gemeente Amsterdam;G;Sloterweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2576;-999;97;35;0;0;0;0;0;MT2017_1663;27-9-2022 09:14;LINESTRING(116508.9999999999 483948,116527 483948.9999999999,116576.9999999999 483952,116610.9999999999 483957,116633.9999999999 483962,116660 483966.9999999999,116707.9999999999 483980)
