identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
34366966_1280155;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5648;-999;74;48;110;0.05;0.05;0.05;0.05;MT2017_3938;27-9-2022 09:14;LINESTRING(121977.868000001 489679.5101,122067.6266999999 489816.696899999,122190.522799999 490009.666999999)
34366966_1280156;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;734;-999;3;2;0;0.04;0.04;0.04;0.04;MT2017_3940;27-9-2022 09:14;LINESTRING(120544.505899999 492036.9266999999,120544.348000001 492036.764400002,120531.125999998 492020.7404000009,120492.109000001 491973.455400001,120489.625 491970.4454,120487.833999999 491968.1413999979,120459.697000001 491931.961399999,120455.0410000009 491925.9734,120450.4899999979 491920.124400001,120436.0549999999 491901.566399999,120433.4479999989 491898.215399999,120428.331999999 491891.6374000009,120414.819200002 491870.523800001)
34366966_1280140;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;324;-999;6;4;0;0.29;0.29;0.29;0.29;MT2017_3906;27-9-2022 09:14;LINESTRING(119107.972100001 484441.3486,119107.7580000009 484441.0267000009,119104.160999998 484436.0406999999,119052.302000001 484364.1667000019,119043.085000001 484350.753699999,119040.008000001 484346.274700001,119035.254999999 484339.3566999989,119028.1999999989 484329.0907000009,119025.7179999979 484325.4776999989,119022.4759999999 484320.7597,119018.085999999 484314.3707000019,119011.756000001 484302.2767000009,119008.7279999999 484296.489700001,119006.066 484291.4046999999,119005.583999999 484290.548700001,119004.3630999999 484288.381700002)
34366966_1280141;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2784;-999;45;31;0;0.21;0.21;0.21;0.21;MT2017_3910;27-9-2022 09:14;LINESTRING(119979.8854000009 483319.0941999999,119978.593899999 483319.1193,119676.0833999999 483325.001200002,119658.3216999989 483325.0010999999)
34366966_1280142;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3478;-999;78;49;12;0;0;0;0;MT2017_3912;27-9-2022 09:14;LINESTRING(119183.925700001 482334.9999999999,119442 482333.9999999999)
34366966_1280143;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3472;-999;78;49;12;0.02;0.02;0.02;0.02;MT2017_3913;27-9-2022 09:14;LINESTRING(119449 482343,119185 482343)
34366966_1280193;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;1983;-999;8;3;15;0.02;0.02;0.02;0.02;MT2017_4093;27-9-2022 09:14;LINESTRING(115831.1579999999 487591.0036999989,115844.432 487670.4726999999,115845.316 487675.7637000009)
34366966_1280158;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1485;-999;8;6;47;0.03;0.03;0.03;0.03;MT2017_4007;27-9-2022 09:14;LINESTRING(124750.3422 489386.434799999,124754.201000001 489383.0894000009,124763.953000002 489374.6343999989,124769.5479999999 489367.8704,124772.162999999 489364.909400001,124775.2560000009 489361.407400001,124777.7320000009 489358.020399999,124782.885000002 489350.9713999999,124802.199000001 489321.5973999979,124806.133000001 489319.3473999979,124808.958000001 489317.731400002,124811.7989999999 489316.1603999989,124829.041000001 489306.6293999999,124829.6379999999 489306.4343999999,124832.306000002 489305.566399999,124834.3949999999 489305.2113999989,124841.164000001 489304.064399999,124848.623 489303.8304000009,124871.352000002 489305.231400002,124877.4129999989 489305.231400002,124880.0390000009 489304.0373999999,124882.232999999 489303.040399998,124885.307 489301.5643999989,124917.7199999989 489285.994399998,124919.894000001 489284.9514000009,124922.206 489283.851399999,124963.243000001 489264.345400002)
34366966_1280144;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6665;-999;79;51;0;0.01;0.01;0.01;0.01;MT2017_3914;27-9-2022 09:14;LINESTRING(122653.5115000009 483279.593199998,122646.4119999999 483286.3056999999,122641.8189999979 483285.7366999979,122638.497000001 483285.3257,122622.728 483286.3777000009,122612.7409999999 483290.3216999989,122606.1709999999 483296.106699999,122601.1779999989 483301.8927000019,122596.1839999999 483308.7296999989,122591.6570999999 483315.6900999989,122584.623 483326.5057,122573.0659999999 483344.274700001,122569.232999999 483347.8707000019,122569.1217 483348.0687000009)
34366966_1280145;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4518;-999;11;9;0;0.01;0.01;0.01;0.01;MT2017_3915;27-9-2022 09:14;LINESTRING(122638 483075.9999999999,122639.818300001 483091.2665,122641.7829999999 483111.4136999989,122643.228 483126.231699999,122641.3879999999 483151.739700001,122638.234000001 483178.429699998,122630.0879999999 483216.822700001,122624.692000002 483237.3876999989,122623.254000001 483247.3277,122624.0419999989 483256.2677000019,122626.932999998 483263.6306999999,122634.291999999 483269.0216999989,122644.3920000009 483271.289700001,122647.170000002 483271.913699999,122648.2969999979 483272.0077,122653.5115000009 483279.593199998)
34366966_1280148;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5259;-999;126;67;12;0.15;0.15;0.15;0.15;MT2017_3924;27-9-2022 09:14;LINESTRING(125219.9717999989 480524.4281000009,125462.099800002 480658.5815999989)
34366966_1280149;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;1183;-999;73;44;0;0.27;0.27;0.27;0.27;MT2017_3929;27-9-2022 09:14;LINESTRING(121105.706 487280.1046999989,121115.283500001 487367.9794000009)
34366966_1280159;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;1770;-999;14;9;44;0.02;0.02;0.02;0.02;MT2017_4008;27-9-2022 09:14;LINESTRING(124975.6801000009 489293.345899999,124936.883000001 489312.447700001,124934.6090000009 489313.567699999,124931.8509999999 489314.9766999999,124903.453000002 489329.4767,124901.7560000009 489330.3427000009,124899.829999998 489331.326699998,124897.140999999 489332.6997000019,124893.217 489335.431699999,124887.447000001 489339.4497000019,124873.1849999989 489361.5757,124867.59 489367.639699999,124864.682 489369.528700002,124862.9389999989 489370.6616999989,124861.386 489371.556699999,124857.1750000009 489373.9807000009,124842.625 489381.094700001,124840.2450000009 489382.2576999999,124837.8989999999 489383.2637000009,124833.4860000009 489385.1566999999,124816.2190000009 489383.473700002,124811.5174999979 489383.2626000009,124789.441 489382.271699999,124785.2989999999 489382.085700002,124780.583000001 489382.6726999989,124755.0029999989 489385.855700001,124750.3422 489386.434799999)
34366966_1280150;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;0;-999;0;0;26;0;0;0;0;MT2017_3930;27-9-2022 09:14;LINESTRING(121833.0443000009 486593.8397999999,121823.7859999979 486592.0837000009,121814.145 486589.979699999,121796.243000001 486588.717700001,121789.166000001 486588.186700001,121758.249000002 486590.6767,121751.1700000019 486591.6077000009,121655.8672999999 486599.5196,121641.358399998 486599.9594999999)
34366966_1280151;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;544;-999;8;5;0;0;0;0;0;MT2017_3931;27-9-2022 09:14;LINESTRING(121660.974100001 486490.1317000019,121845 486545.000700001,121846 486547)
34366966_1280183;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;429;-999;0;0;0;0;0;0;0;MT2017_4079;27-9-2022 09:14;LINESTRING(114206.0489999999 488219.8017,114206.081 488215.598700002,114206.1159999999 488211.1237,114206.5369999999 488157.0947000009,114207.6240000019 488134.611699998,114210.5219999999 488124.0977,114212.4799999999 488118.9377,114214.826000001 488112.7496999989)
34366966_1280160;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;9637;-999;164;66;0;0.07;0.07;0.07;0.07;MT2017_4022;27-9-2022 09:14;LINESTRING(115230.8357999999 488658.898499999,115233.4820000009 488588.1939999979,115238.0760000009 488463.478999998,115238.177999999 488460.710999999,115238.298 488457.3790000009,115238.408 488454.34,115238.622000001 488448.421,115238.8449999989 488442.2507000009)
34366966_1280184;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;1330;-999;1;0;0;0.06;0.06;0.06;0.06;MT2017_4080;27-9-2022 09:14;LINESTRING(114592.3779999989 488100.7206999999,114597.008000001 488100.1307,114599.8309999999 488099.772700001,114645.4140000009 488092.000700001,114667.951299999 488091.8564999999,114680.4302 488092.4919000009,114685.7239999989 488092.596700002,114690.522999998 488092.692699999,114695.7849999999 488092.797699999,114703.07 488092.942699999,114708.7329999989 488093.0546999979,114711.081 488093.1016999999,114746.9380000009 488093.8137000019,114751.748 488093.9087,114759.5009999979 488094.0627,114763.921999998 488094.150699999,114765.778999999 488094.186700001,114813.4400000009 488095.133699998,114818.3179999999 488095.230700001,114822.555 488095.267700002,114872.153999999 488095.7076999989,114877.2679999999 488095.752700001)
34366966_1280161;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;1235;-999;75;32;0;0.03;0.03;0.03;0.03;MT2017_4024;27-9-2022 09:14;LINESTRING(115448.9273999999 487784.7100999989,115448.083000001 487779.096999999,115433.1039999979 487705.004000001,115432.050000001 487699.7890000009,115432.0358999999 487699.6949999999)
34366966_1280185;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5967;-999;36;15;338;0.03;0.03;0.03;0.03;MT2017_4082;27-9-2022 09:14;LINESTRING(114877.2679999999 488095.752700001,114876.8009999989 488088.2699999999,114876.953000002 488080.8069999999,114878.1119999999 488024.0179999999,114878.2030000019 488019.533,114878.2030000019 488015.964000002,114878.2030000019 488011.1169999989,114878.228 488009.2369999999,114879.079999998 487942.921999998,114879.138 487938.405000001,114879.078000002 487934.695,114878.763999999 487915.484999999,114872.452 487869.800999999,114872.4097999999 487869.4956)
34366966_1280186;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5789;-999;29;10;338;0.03;0.03;0.03;0.03;MT2017_4083;27-9-2022 09:14;LINESTRING(114872.4097999999 487869.4956,114871.659000002 487864.056000002,114870.759 487859.3457,114859.9360000009 487802.7007,114859.0390000009 487798.008699998,114858.181000002 487792.5106999989,114843.454 487698.0776999999,114842.3489999989 487690.9967)
34366966_1280166;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7968;-999;208;119;0;0.05;0.05;0.05;0.05;MT2017_4039;27-9-2022 09:14;LINESTRING(126741.717999998 479050.0769999999,126731.5890999999 479043.5336999999)
34366966_1280167;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6177;-999;136;77;258;0.08;0.08;0.08;0.08;MT2017_4041;27-9-2022 09:14;LINESTRING(125977.660999998 481252.059,125977.603 481253.6957000009,125978.442699999 481254.355799999,125980.660999998 481256.0997,125982.8669999989 481257.480799999,125984.004000001 481258.192699999,125984.5069999989 481258.4726999999,125987.187100001 481259.963,125988.305 481260.5847,125993.6999999989 481263.5857000019,125996.9631000009 481265.400899999,125998.1669999989 481266.0707000009,126002.3209999989 481268.306699999,126002.3775999989 481268.337200001,126002.984000001 481268.664700001,126008.728 481270.8907000009,126012.852000002 481271.4946999999,126013.4201 481271.4510000009,126013.270399999 481271.366999999,126014 481271)
34366966_1280187;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7328;-999;48;18;338;0.08;0.08;0.08;0.08;MT2017_4084;27-9-2022 09:14;LINESTRING(115024.685800001 487658.1658999989,115028.5329999999 487657.5067000019,115049.8130000009 487653.8607,115061.640999999 487651.8326999989,115070.914000001 487650.254700001,115084.169 487647.997699998,115088.9669999999 487647.1807,115098.27 487645.6126999999,115102.9490000009 487644.8247000019,115105.27 487644.4336999989,115108.763 487643.8456999999,115115.9629999999 487642.631700002,115121.820999999 487641.644699998,115132.322500002 487639.874600001)
34366966_1280189;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;1941;-999;5;2;10;0.02;0.02;0.02;0.02;MT2017_4089;27-9-2022 09:14;LINESTRING(115415.2019999999 487592.3677,115423.5940000009 487590.9487,115440.195 487588.1427000019,115445.375999998 487587.2666999999,115450.442000002 487586.409699999,115540.3079 487571.9079999999)
34366966_1280190;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;1941;-999;5;2;15;0.03;0.03;0.03;0.03;MT2017_4090;27-9-2022 09:14;LINESTRING(115540.3079 487571.9079999999,115627.9618000019 487557.763300002)
34366966_1280191;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;1788;-999;5;2;15;0.06;0.06;0.06;0.06;MT2017_4091;27-9-2022 09:14;LINESTRING(115627.9618000019 487557.763300002,115791.456599999 487531.380199999,115809.183800001 487528.7344)
34366966_1280192;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1788;-999;5;2;15;0.04;0.04;0.04;0.04;MT2017_4092;27-9-2022 09:14;LINESTRING(115809.183800001 487528.7344,115818.6932 487533.313900001,115822.6686999979 487540.3761,115824.02 487548.267700002,115829.710999999 487582.3416999989,115831.1579999999 487591.0036999989)
34366966_1280168;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;934;-999;60;39;0;0;0;0;0;MT2017_4043;27-9-2022 09:14;LINESTRING(120625.7635999989 487070.000700001,120624.8715999979 487055.9323000009,120622.9999999999 487033)
34366966_1280169;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;13639;-999;448;293;7;0.16;0.16;0.16;0.16;MT2017_4044;27-9-2022 09:14;LINESTRING(122600.8015 489356.1763,122609.9999999999 489360.9999999999)
34366966_1280170;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;13587;-999;116;48;0;0.07;0.07;0.07;0.07;MT2017_4048;27-9-2022 09:14;LINESTRING(115091.9999999999 486580.9999999999,115141.7708999999 486595.878800001)
34366966_1280194;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5066;-999;48;18;59;0.04;0.04;0.04;0.04;MT2017_4094;27-9-2022 09:14;LINESTRING(115118.106800001 487443.2932999989,115115.1537999999 487425.2107000019,115107.5338 487393.4605999999,115102.718400002 487380.099100001,115091.738200001 487362.7689,115076.8029000009 487348.0848000009,115068.984000001 487341.2053,115059.8872000019 487329.0443000009,115049.1634000019 487311.4074000009)
34366966_1280171;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7836;-999;377;172;0;0.1;0.1;0.1;0.1;MT2017_4062;27-9-2022 09:14;LINESTRING(114652.507100001 489339.991599999,114651.8211999979 489248.3311,114651.9198999999 489209.9176999999)
34366966_1280195;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5066;-999;48;18;59;0.04;0.04;0.04;0.04;MT2017_4095;27-9-2022 09:14;LINESTRING(115089.4915999989 487446.0833999999,115083.3949999999 487409.503199998,115077.8386999999 487379.340599999,115071.7532999999 487359.232299998,115056.462000001 487333.1997000019,115053.3449999989 487324.8867000009,115049.1634000019 487311.4074000009)
34366966_1280196;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10133;-999;95;37;118;0;0;0;0;MT2017_4096;27-9-2022 09:14;LINESTRING(115049.1634000019 487311.4074000009,115046.116999999 487299.214699998,115038.945 487251.3767,115036.2389999999 487220.682700001)
34366966_1280177;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8645;-999;67;27;349;0.09;0.09;0.09;0.09;MT2017_4073;27-9-2022 09:14;LINESTRING(115238.8449999989 488442.2507000009,115223.022999998 488442.1090000009,115204.739 488441.9439999979,115201.357000001 488441.914000001,115198.4200000019 488441.93,115133.7780000009 488442.2950000019,115131.782000002 488442.306000002,115129.8997999989 488442.2210999989)
34366966_1280197;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10506;-999;116;46;118;0.08;0.08;0.08;0.08;MT2017_4097;27-9-2022 09:14;LINESTRING(115053.7919999989 486895.1046999989,115054.840999998 486890.071699999,115065.7210000009 486837.8436999989,115076.7179999979 486792.397700001,115088.1929999999 486754.1267,115115.8049999999 486668.318700001,115116.4019999989 486666.4637,115141.7708999999 486595.878800001)
34366966_1280199;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4010;-999;52;19;218;0.01;0.01;0.01;0.01;MT2017_4099;27-9-2022 09:14;LINESTRING(114869.9549999979 486146.2327000009,114942.498 486169.639699999,114946.1420000009 486170.815699998,114948.7289999979 486171.649700001,114984.5929999979 486183.2226999999,114989.6590000019 486184.856699999,114994.704 486186.484700002,114999.9999999999 486188.1946999989,115120.791000001 486224.4327000009,115126.919 486226.271699999)
34366966_1280178;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8645;-999;67;27;349;0.07;0.07;0.07;0.07;MT2017_4074;27-9-2022 09:14;LINESTRING(115129.8997999989 488442.2210999989,115128.3029999989 488442.1489999999,115099.7049999979 488440.861000001,115094.988299999 488440.7912999989)
34366966_1280179;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7214;-999;58;23;349;0;0;0;0;MT2017_4075;27-9-2022 09:14;LINESTRING(114874.4339999999 488431.3399999999,114869.998 488423.506999999,114869.02 488413.846999999,114872.594000001 488386.7159999979,114872.491999999 488385.155999999,114871.1920000019 488365.206)
34366966_1280200;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5918;-999;199;71;218;0.01;0.01;0.01;0.01;MT2017_4100;27-9-2022 09:14;LINESTRING(114659.886700001 486078.450599998,114662.2239999989 486079.204700001,114698.8249999989 486091.0157000009,114702.6799999999 486092.258699998,114705.9899999979 486093.3266999979,114762.7890000009 486111.6546999999,114765.416000001 486112.5016999999,114768.451000001 486113.4807000009,114778.1159999999 486116.5997,114796.640999999 486122.576699998,114856.649999999 486141.9396999999,114863.899 486144.2776999999,114869.9549999979 486146.2327000009)
34366966_1280180;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2280;-999;16;7;10;0.01;0.01;0.01;0.01;MT2017_4076;27-9-2022 09:14;LINESTRING(114871.1920000019 488365.206,114787.642000001 488365.174,114661.125 488363.300700001,114634.5729999989 488363.1226999979,114628.953299999 488363.084899999,114608.5679999999 488362.947700001,114607.9937000009 488362.9438999999)
34366966_1280201;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6158;-999;199;70;218;0.03;0.03;0.03;0.03;MT2017_4101;27-9-2022 09:14;LINESTRING(114258.0471 485947.8524000009,114268.508000001 485952.2227,114270.3460000009 485952.8146999999,114271.570999999 485953.2096999999,114275.0229999979 485954.322700001,114370.381999999 485985.039700001,114376.1599999999 485986.901700001)
34366966_1280202;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10589;-999;517;207;0;0.16;0.16;0.16;0.16;MT2017_4102;27-9-2022 09:14;LINESTRING(115561.3266 485774.9580000009,115547.2622000019 485769.964000002,115477.168499999 485747.4985999989,115412.5586000009 485726.857799999,115380.7853000019 485716.4936)
34366966_1280181;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;943;-999;5;2;0;0;0;0;0;MT2017_4077;27-9-2022 09:14;LINESTRING(114607.9937000009 488362.9438999999,114606.318999998 488362.932700001,114518.0223999989 488362.0010999999,114447.1314 488361.130399998,114305.9290000009 488359.2797,114205.763 488358.6926999989)
34366966_1280203;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7466;-999;295;115;2;0.03;0.03;0.03;0.03;MT2017_4103;27-9-2022 09:14;LINESTRING(115380.7853000019 485716.4936,115350.2175999989 485706.5225999989,115330.7428000009 485701.0260000009,115318.5831999999 485699.1046999989,115308.8749999999 485699.990400001)
34366966_1280182;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;429;-999;0;0;0;0;0;0;0;MT2017_4078;27-9-2022 09:14;LINESTRING(114205.763 488358.6926999989,114205.763 488352.782699998,114205.763 488349.4726999999,114205.690000001 488347.469700001,114205.5780000019 488344.420699999,114205.4809999989 488340.717700001,114205.280000001 488333.080699999,114205.193999998 488329.7617000009,114205.2270000019 488325.514699999,114206.0489999999 488219.8017)
34366966_1280204;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7466;-999;295;115;2;0.03;0.03;0.03;0.03;MT2017_4104;27-9-2022 09:14;LINESTRING(115308.8749999999 485699.990400001,115297.1785999979 485705.3337000009,115282.7560000009 485724.0239999999,115228.302000001 485814.1253999989,115227.1456999999 485816.0859000009)
34366966_1280205;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6013;-999;172;65;12;0.11;0.11;0.11;0.11;MT2017_4105;27-9-2022 09:14;LINESTRING(115227.1456999999 485816.0859000009,115219.873 485828.4163999999,115212.857999999 485826.2043999999,115206.158 485824.091400001,115131.829799999 485800.6567)
34366966_1280206;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6013;-999;172;65;12;0.11;0.11;0.11;0.11;MT2017_4106;27-9-2022 09:14;LINESTRING(115131.829799999 485800.6567,114999.9999999999 485759.0923999989,114995.1979999989 485757.5683999989,114987.590999998 485755.1563999989)
34366966_1280207;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4731;-999;60;23;12;0.13;0.13;0.13;0.13;MT2017_4107;27-9-2022 09:14;LINESTRING(114987.590999998 485755.1563999989,114980.567000002 485752.9393999989,114957.7340000009 485745.7323999999,114928.4479999989 485736.490400001,114885.984000001 485723.088399999,114883.1689999999 485722.2003999989)
34366966_1280225;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2379;-999;67;27;0;0.15;0.15;0.15;0.15;MT2017_4129;27-9-2022 09:14;LINESTRING(117449.9876999999 485521.410399999,117450.5960000009 485521.4156999999,117456.4479999989 485521.465700001,117605.511 485522.7437000009,117747.035 485523.7006999999,117754.721999999 485523.1767,117757.627999999 485522.977699999,117768.1134000009 485523.6307)
34366966_1280208;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4731;-999;60;23;12;0.15;0.15;0.15;0.15;MT2017_4108;27-9-2022 09:14;LINESTRING(114883.1689999999 485722.2003999989,114880.339000002 485721.285399999,114799.8489999989 485695.266399998,114793.2399999979 485693.130399998)
34366966_1280226;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2911;-999;152;64;0;0.08;0.08;0.08;0.08;MT2017_4130;27-9-2022 09:14;LINESTRING(117355.0078999999 485519.613499999,117362.333000001 485519.762699999,117438.166999999 485521.308699999,117444.5269999989 485521.3627,117449.9876999999 485521.410399999)
34366966_1280210;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4093;-999;56;21;7;0.19;0.19;0.19;0.19;MT2017_4110;27-9-2022 09:14;LINESTRING(114908.8280000019 485331.9004000019,114909.9129999989 485328.510400001,114910.842999998 485325.6044000009,114917.758000001 485303.9974000009,114918.3960000019 485301.999400001,114919.1090000009 485299.771400001,114926.739999998 485275.9204000009,114927.4970000009 485273.554400001,114928.2049999979 485271.283399999,114932.993000001 485255.9114000009,114934.362 485251.516399998,114935.763 485247.0923999989,114968.4620000009 485143.886399999,114969.259 485141.372400001,114970.145 485138.5564000009,114981.1130000019 485103.7454,114982.1085 485100.686099999)
34366966_1280211;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6850;-999;205;71;188;0.21;0.21;0.21;0.21;MT2017_4112;27-9-2022 09:14;LINESTRING(115682.1305 485146.0995,115653.941 485235.929699998,115641.4189000019 485276.133699998,115637.4904999989 485289.8409999979)
34366966_1280212;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8085;-999;206;72;188;0.02;0.02;0.02;0.02;MT2017_4113;27-9-2022 09:14;LINESTRING(115748.8851 484934.9431999999,115746.0909999979 484943.6446999979,115715.859499998 485038.6829)
34366966_1280227;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2911;-999;152;64;147;0.07;0.07;0.07;0.07;MT2017_4131;27-9-2022 09:14;LINESTRING(117290.0069999989 485520.294799998,117327.8619999999 485519.3957,117331.346999999 485519.3957,117335.088 485519.3957,117344.335999999 485519.3957,117350.145 485519.5137000009,117352.436000001 485519.561700001,117354.2820000019 485519.598700002,117355.0078999999 485519.613499999)
34366966_1280213;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2234;-999;85;31;10;0.02;0.02;0.02;0.02;MT2017_4114;27-9-2022 09:14;LINESTRING(115350.3946 484533.1778,115334.2637000009 484584.294500001,115283.888300002 484739.585299999,115275.3537000009 484765.7818000019)
34366966_1280214;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2234;-999;85;31;10;0.01;0.01;0.01;0.01;MT2017_4115;27-9-2022 09:14;LINESTRING(115414.6889000009 484330.6853,115408.9082 484349.640999999,115384.608399998 484424.7587999999,115350.3946 484533.1778)
34366966_1280215;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2268;-999;85;31;10;0.02;0.02;0.02;0.02;MT2017_4116;27-9-2022 09:14;LINESTRING(115444.0124000009 484277.196400002,115438.5144000019 484279.7305999989,115430.6723 484286.457800001,115426.0711 484293.3610999989,115414.6889000009 484330.6853)
34366966_1280228;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2911;-999;152;64;295;0.08;0.08;0.08;0.08;MT2017_4132;27-9-2022 09:14;LINESTRING(117199.9996999989 485520.1461,117201.3769999999 485520.1486999989,117208.3229999989 485520.1627000009,117216.318 485520.1777000019,117220.9799999999 485520.1876999999,117226.759 485520.1987,117266.3759999979 485520.2776999999,117276.752999999 485520.297699999,117284.815000001 485520.3137000019,117288.873 485520.3216999989,117290.0069999989 485520.294799998)
34366966_1280216;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4515;-999;257;159;56;0.02;0.02;0.02;0.02;MT2017_4118;27-9-2022 09:14;LINESTRING(114791.040100001 484077.301399998,114792.8130000009 484077.9847000019,114823.9090000019 484089.965700001,114885.649 484116.2846999989,114894.6640000009 484119.5637000019,114901.9999999999 484122.2322999979)
