identificatie;wegdeelIdentificatie;naamOverheid;naam;bebouwingstype;bomenfactor;toetspuntSoort;grondslag;opmerking;identificatiePandBAG;tijdstipRegistratie;geometrie
34366966_15602835;34366966_1355274;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(128919.355300002 484606.4417)
34366966_15602836;34366966_1355274;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(128843.6774 484671.693399999)
34366966_15602837;34366966_1355274;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(128782.090999998 484754.491999999)
34366966_15602838;34366966_943704;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(129245.864 484677.82)
34366966_15602839;34366966_943704;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(129169.894099999 484743.1534)
34366966_15602840;34366966_943704;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(129094.812600002 484808.719999999)
34366966_15602841;34366966_943704;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(129019.5009 484874.912900001)
34366966_15602842;34366966_1355276;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(128825.7106 485349.862100001)
34366966_15602843;34366966_1355262;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(127413.8246 486267.874400001)
34366966_15602847;34366966_943650;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(125742.107799999 487173.868999999)
34366966_15602851;34366966_1280589;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(128950.785300002 484891.732500002)
34366966_15602852;34366966_1280589;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(128963.476199999 484866.773699999)
34366966_15602853;34366966_1355281;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(129262.045200001 485016.435899999)
34366966_15602854;34366966_1355281;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(129248.709199999 485041.056000002)
34366966_15602860;34366966_1280593;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120008.274500001 489627.488699999)
34366966_15602860;34366966_1355298;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120008.274500001 489627.488699999)
34366966_15602861;34366966_1355298;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120090.4278 489625.372099999)
34366966_15602861;34366966_1280593;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120090.4278 489625.372099999)
34366966_15602862;34366966_1355298;Gemeente Amsterdam;L ,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(120146.9333 489623.7892)
34366966_15602864;34366966_1280597;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120720.232500002 489391.713599999)
34366966_15602864;34366966_1355135;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120720.232500002 489391.713599999)
34366966_15602865;34366966_1355135;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120769.3035 489384.337699998)
34366966_15602865;34366966_1280597;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(120769.3035 489384.337699998)
34366966_15602886;34366966_1355212;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(110917.877700001 493455.4903)
34366966_15602887;34366966_1355212;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(110958.503199998 493544.7686)
34366966_15602888;34366966_1355212;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(110944.251800001 493620.522799999)
34366966_15602889;34366966_1355212;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(110930.355099998 493548.543299999)
34366966_15602890;34366966_1355212;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(110946.116700001 493452.4707)
34366966_15602891;34366966_1355212;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(110917.534299999 493610.893199999)
34366966_15688069;34366966_1300586;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(121150.4056 486723.752999999)
34366966_15688070;34366966_1300583;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121076.417100001 487127.333999999)
34366966_15688071;34366966_1300583;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121082.178800002 487174.896600001)
34366966_15688072;34366966_1300583;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121095.893 487129.1723)
34366966_15688073;34366966_1300583;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121090.163199998 487226.322099999)
34366966_15688074;34366966_1300583;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121109.736400001 487231.893399999)
34366966_15688075;34366966_1300585;Gemeente Amsterdam;;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(121077.098299999 486881.947700001)
34366966_15688076;34366966_1300583;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121102.079100002 487175.4584)
34366966_15688080;34366966_1300585;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(121053.188000001 486870.349599998)
34366966_15688081;34366966_1300582;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121474.6723 487863.224599998)
34366966_15688082;34366966_1300582;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121481.708999999 487850.687800001)
34366966_15688083;34366966_1300581;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121404.042100001 487812.308600001)
34366966_15688084;34366966_1300584;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121043.534200002 486928.690499999)
34366966_15688085;34366966_1300584;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121069.2568 486976.796500001)
34366966_15688086;34366966_1300584;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121053.054699998 486977.8774)
34366966_15688087;34366966_1300584;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121061.654399998 486930.488499999)
34366966_15688088;34366966_1300584;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121081.537599999 487033.612500001)
34366966_15688089;34366966_1300583;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121088.353 487076.084399998)
34366966_15688090;34366966_1300583;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121072.308499999 487080.713399999)
34366966_15688091;34366966_1300584;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121063.366500001 487031.0057)
34366966_15688092;34366966_1300579;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121143.8204 487432.262800001)
34366966_15688093;34366966_1300579;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121146.974199999 487501.151099999)
34366966_15688094;34366966_1300580;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121198.467399999 487545.761)
34366966_15688095;34366966_1300580;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121181.537 487555.526999999)
34366966_15688096;34366966_1300579;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121164.044199999 487491.601100001)
34366966_15688097;34366966_1145026;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122490.030200001 487062.901900001)
34366966_15688097;34366966_102740;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122490.030200001 487062.901900001)
34366966_15688097;34366966_1301509;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122490.030200001 487062.901900001)
34366966_15688098;34366966_102740;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122449.7828 487100.124200001)
34366966_15688098;34366966_1301509;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122449.7828 487100.124200001)
34366966_15688098;34366966_1145026;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122449.7828 487100.124200001)
34366966_15688099;34366966_1301509;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122447.340999998 487023.088599999)
34366966_15688099;34366966_102740;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122447.340999998 487023.088599999)
34366966_15688099;34366966_1145026;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122447.340999998 487023.088599999)
34366966_15688100;34366966_1301508;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122486.103999998 487139.896000002)
34366966_15688100;34366966_1301507;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122486.103999998 487139.896000002)
34366966_15688100;34366966_1145026;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122486.103999998 487139.896000002)
34366966_15688100;34366966_1145027;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122486.103999998 487139.896000002)
34366966_15688101;34366966_1300580;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121279.057 487676.315000001)
34366966_15688102;34366966_1145026;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122411.755899999 487058.7227)
34366966_15688102;34366966_102740;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122411.755899999 487058.7227)
34366966_15688102;34366966_1301509;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122411.755899999 487058.7227)
34366966_15688103;34366966_1300579;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121127.8673 487436.242199998)
34366966_15688104;34366966_1300581;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121335.256099999 487713.6351)
34366966_15688105;34366966_1300581;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121358.9769 487769.936999999)
34366966_15688106;34366966_1300581;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121376.201900002 487759.331599999)
34366966_15688107;34366966_1300581;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121323.710099999 487730.9593)
34366966_15688108;34366966_1300581;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121418.979499999 487799.578400001)
34366966_15688109;34366966_1300580;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121247.3937 487636.3052)
34366966_15688110;34366966_1300580;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121232.768100001 487588.5563)
34366966_15688111;34366966_1300580;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121216.649999999 487599.628600001)
34366966_15688112;34366966_1300580;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121258.786699999 487624.3869)
34366966_15688113;34366966_1301507;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122524.0097 487181.362799998)
34366966_15688113;34366966_1145026;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122524.0097 487181.362799998)
34366966_15688113;34366966_1301508;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122524.0097 487181.362799998)
34366966_15688113;34366966_1145027;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122524.0097 487181.362799998)
34366966_15688114;34366966_1145026;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122577.772300001 487147.797400001)
34366966_15688114;34366966_1145027;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122577.772300001 487147.797400001)
34366966_15688114;34366966_1301508;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122577.772300001 487147.797400001)
34366966_15688114;34366966_1301507;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122577.772300001 487147.797400001)
34366966_15688115;34366966_1300580;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121289.863200001 487662.3193)
34366966_15688116;34366966_1145026;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122531.765999999 487101.577199999)
34366966_15688116;34366966_1145027;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122531.765999999 487101.577199999)
34366966_15688116;34366966_1301507;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122531.765999999 487101.577199999)
34366966_15688116;34366966_1301508;Gemeente Amsterdam;;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122531.765999999 487101.577199999)
34366966_15698688;34366966_1279825;Gemeente Amsterdam;R;4;1.0;Geen;1;Rekenpunt op basis van Significante blootstelling de Ruyterkade;;27-9-2022 09:39;POINT(122073.931000002 487934.6358)
34366966_15698689;34366966_1279825;Gemeente Amsterdam;L;4;1.0;Geen;1;Rekenpunt op basis van Significante blootstelling de Ruyterkade;;27-9-2022 09:39;POINT(122108.149900001 487993.8926)
34366966_15698734;34366966_1300571;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(119629.859299999 487691.067699999)
34366966_15698735;34366966_1279333;Gemeente Amsterdam;R ,;4;1.0;Geen;1;Rekenpunt op basis van Significante blootstelling de Ruyterkade;;27-9-2022 09:39;POINT(121663.081500001 488190.687199999)
34366966_15698735;34366966_1279334;Gemeente Amsterdam;R ,;4;1.0;Geen;1;Rekenpunt op basis van Significante blootstelling de Ruyterkade;;27-9-2022 09:39;POINT(121663.081500001 488190.687199999)
34366966_15698736;34366966_1279334;Gemeente Amsterdam;L ,;4;1.0;Geen;1;Rekenpunt op basis van Significante blootstelling de Ruyterkade;;27-9-2022 09:39;POINT(121693.728500001 488245.181499999)
34366966_15698736;34366966_1279333;Gemeente Amsterdam;L ,;4;1.0;Geen;1;Rekenpunt op basis van Significante blootstelling de Ruyterkade;;27-9-2022 09:39;POINT(121693.728500001 488245.181499999)
34366966_15698753;34366966_1300570;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(119764.548948707 486088.393702977)
34366966_15698753;34366966_1300572;Gemeente Amsterdam;;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(119764.548948707 486088.393702977)
34366966_15843293;34366966_1355215;Gemeente Amsterdam;R;3;1.0;Alle;0;Nieuw in MT2012;;27-9-2022 09:39;POINT(121862.434099998 487408.151799999)
34366966_15843294;34366966_1355215;Gemeente Amsterdam;L;3;1.0;Alle;0;Nieuw in MT2012;;27-9-2022 09:39;POINT(121868.360599998 487406.092399999)
34366966_15843295;34366966_1355214;Gemeente Amsterdam;L Geldersekade,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(121912.5559 487564.2709)
34366966_15843296;34366966_1355214;Gemeente Amsterdam;R Geldersekade,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(121920.013599999 487561.4822)
34366966_15843297;34366966_1355214;Gemeente Amsterdam;R;2;1.25;Alle;0;Nieuw in MT2012;;27-9-2022 09:39;POINT(121893.1752 487511.5348)
34366966_15843298;34366966_1355214;Gemeente Amsterdam;L;2;1.25;Alle;0;Nieuw in MT2012;;27-9-2022 09:39;POINT(121900.565499999 487508.6171)
34366966_15843299;34366966_1355216;Gemeente Amsterdam;R Geldersekade,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(121956.031500001 487664.930500001)
34366966_15843300;34366966_1355216;Gemeente Amsterdam;L Geldersekade,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(121947.0473 487667.5088)
34366966_15843301;34366966_1355130;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126458.6754 480523.438499998)
34366966_15843301;34366966_1355226;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126458.6754 480523.438499998)
34366966_15843302;34366966_1354981;Gemeente Amsterdam;R Damrak,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(121651.342399999 487716.834399998)
34366966_15843304;34366966_1355241;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(118877 484232)
34366966_15843304;34366966_1355234;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(118877 484232)
34366966_15843305;34366966_1355226;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126500.719300002 480442.0682)
34366966_15843305;34366966_1355130;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126500.719300002 480442.0682)
34366966_15843306;34366966_1355234;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(118844 484272)
34366966_15843306;34366966_1355241;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(118844 484272)
34366966_15843307;34366966_1354980;Gemeente Amsterdam;R Damrak,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(121610.8981 487666.903200001)
34366966_15843308;34366966_1355225;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126375.597800002 480483.385200001)
34366966_15843308;34366966_1355126;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126375.597800002 480483.385200001)
34366966_15843309;34366966_1355126;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126421.570700001 480401.6811)
34366966_15843309;34366966_1355225;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126421.570700001 480401.6811)
34366966_15843310;34366966_1355252;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122121.576200001 488786.5169)
34366966_15843313;34366966_1355252;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122114.579599999 488813.628699999)
34366966_15843316;34366966_1355252;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122218.403999999 488811.504700001)
34366966_15843317;34366966_1355252;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122211.407400001 488838.616500001)
34366966_15843320;34366966_1355296;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(125846.0154 487998.090100002)
34366966_15843321;34366966_1355297;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126111.399300002 487860.104600001)
34366966_15843326;34366966_1355297;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126095.428300001 487837.106199998)
34366966_15843327;34366966_1355296;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(125842.240499999 487973.2438)
34366966_15843328;34366966_1355296;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(125936.033 487950.6115)
34366966_15843329;34366966_1355297;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126176.555500001 487768.876400001)
34366966_15843330;34366966_1355297;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126192.526500002 487791.8748)
34366966_15843331;34366966_1355296;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(125940.916700002 487976.381700002)
34366966_15843332;34366966_1355297;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126028.847399998 487893.1021)
34366966_15843333;34366966_1355297;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126044.818399999 487916.100499999)
34366966_15865180;34366966_1143878;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(116069.622299999 489520.420600001)
34366966_15865180;34366966_1143843;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(116069.622299999 489520.420600001)
34366966_15865181;34366966_776631;Gemeente Amsterdam;R Radarweg,Amsterdam;4;1.0;Alle;0;Geen significante blootstelling ligging op of dicht bij spoor;;27-9-2022 09:40;POINT(117517 489562.315299999)
34366966_15865181;34366966_1354992;Gemeente Amsterdam;R Radarweg,Amsterdam;4;1.0;Alle;0;Geen significante blootstelling ligging op of dicht bij spoor;;27-9-2022 09:40;POINT(117517 489562.315299999)
34366966_15865182;34366966_1143878;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(115958.945900001 489479.823899999)
34366966_15865182;34366966_1143843;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(115958.945900001 489479.823899999)
34366966_15865183;34366966_1355027;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(116580.659499999 489513.249600001)
34366966_15865183;34366966_1355029;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(116580.659499999 489513.249600001)
34366966_15865184;34366966_1354992;Gemeente Amsterdam;L Radarweg,Amsterdam;4;1.0;Alle;0;Geen significante blootstelling ligging op of dicht bij spoor;;27-9-2022 09:40;POINT(117489 489562.315299999)
34366966_15865184;34366966_776631;Gemeente Amsterdam;L Radarweg,Amsterdam;4;1.0;Alle;0;Geen significante blootstelling ligging op of dicht bij spoor;;27-9-2022 09:40;POINT(117489 489562.315299999)
34366966_15865185;34366966_1355029;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(116376.103599999 489514)
34366966_15865186;34366966_1355029;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(117091.793900002 489513.999699999)
34366966_15865186;34366966_1355027;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(117091.793900002 489513.999699999)
34366966_15865187;34366966_1355027;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(117293.379000001 489513.059900001)
34366966_15865187;34366966_1355029;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(117293.379000001 489513.059900001)
34366966_15865188;34366966_1355027;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(116478.384799998 489513.927299999)
34366966_15865188;34366966_1355029;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(116478.384799998 489513.927299999)
34366966_15865189;34366966_1355027;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(116887.343800001 489514.299699999)
34366966_15865189;34366966_1355029;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(116887.343800001 489514.299699999)
34366966_15865190;34366966_1143878;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(116241.412500001 489513.800000001)
34366966_15865191;34366966_1355027;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(116682.8939 489513.5997)
34366966_15865191;34366966_1355029;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(116682.8939 489513.5997)
34366966_15865192;34366966_1355039;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(118948.367600001 483133.001200002)
34366966_15865192;34366966_1355040;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(118948.367600001 483133.001200002)
34366966_15865193;34366966_1355027;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(117194.059500001 489513.349599998)
34366966_15865193;34366966_1355029;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(117194.059500001 489513.349599998)
34366966_15865194;34366966_1143843;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(116153.826699998 489513.237500001)
34366966_15865194;34366966_1143878;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(116153.826699998 489513.237500001)
34366966_15865195;34366966_1355027;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(117344.781599998 489514.078200001)
34366966_15865195;34366966_1355029;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(117344.781599998 489514.078200001)
34366966_15865196;34366966_1355029;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(116989.6096 489513.649599999)
34366966_15865196;34366966_1355027;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(116989.6096 489513.649599999)
34366966_15865197;34366966_1355029;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(116785.1096 489513.9496)
34366966_15865197;34366966_1355027;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(116785.1096 489513.9496)
34366966_15865524;34366966_1301506;Gemeente Amsterdam;R ,;2;1.25;Alle;0;Dicht bij kruising;;27-9-2022 09:40;POINT(122375.527600002 486995.654199999)
34366966_15865525;34366966_1279838;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:40;POINT(122905.6633 487801.690200001)
34366966_15865526;34366966_1279838;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:40;POINT(122800.390999999 487823.611400001)
34366966_15865527;34366966_1355278;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129027.563700002 484340.709899999)
34366966_15865528;34366966_1355280;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:40;POINT(129232.4745 484358.5438)
34366966_15865529;34366966_1355278;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129077.738200001 484440.506999999)
34366966_15865530;34366966_1355278;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(128945.128699999 484288.1439)
