identificatie;wegdeelIdentificatie;naamOverheid;naam;bebouwingstype;bomenfactor;toetspuntSoort;grondslag;opmerking;identificatiePandBAG;tijdstipRegistratie;geometrie
34366966_759324;34366966_1355264;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127746.490355113 486133.694920865)
34366966_759329;34366966_1355267;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128049.186989625 486016.58004275)
34366966_759332;34366966_1355257;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122172.614964699 489061.299568954)
34366966_759333;34366966_1355273;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128723.694920854 485516.009644897)
34366966_759336;34366966_1280574;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128155.036091604 485474.802591222)
34366966_759342;34366966_1280118;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127689.575175797 485885.213520865)
34366966_759345;34366966_1355280;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(129170.701469564 484382.004171508)
34366966_759347;34366966_943696;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128662.779886567 484857.724632132)
34366966_759348;34366966_1355258;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122236.842892071 488812.715597118)
34366966_759352;34366966_1280572;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128041.384573386 485573.32617409)
34366966_759353;34366966_1355270;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128461.384573386 485748.32617409)
34366966_759360;34366966_1355271;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128242.98452006 485859.126122878)
34366966_759361;34366966_1280581;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128582.98452006 485034.126122878)
34366966_759369;34366966_1280116;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(127381.737928179 486117.990639203)
34366966_759371;34366966_1280574;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128229.365506252 485407.906118039)
34366966_759373;34366966_1355273;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128649.365506252 485582.906118039)
34366966_759381;34366966_1280112;Gemeente Amsterdam;L ,;4;1.0;Geen;1;Geen significante blootstelling ligging op of dicht bij snelweg;;27-9-2022 09:38;POINT(126718.21553363 486702.521405503)
34366966_759383;34366966_1280566;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(127039.740342376 486011.039034532)
34366966_759384;34366966_1280566;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(127290.613652592 486175.546123198)
34366966_759385;34366966_1355284;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129400.390859542 484941.84384086)
34366966_759390;34366966_1280572;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128023.046518335 485552.166879751)
34366966_759391;34366966_1355270;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128443.046518335 485727.166879751)
34366966_759396;34366966_1355279;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(129126.99814271 484420.453664065)
34366966_759402;34366966_1355290;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129653.729320922 485104.918372496)
34366966_759403;34366966_943721;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129717.67718094 484657.694909399)
34366966_759406;34366966_943681;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128191.69707092 485191.309947298)
34366966_759408;34366966_1355295;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125712.203377781 487394.364197063)
34366966_759409;34366966_1280580;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128494.617158191 485178.801222954)
34366966_759413;34366966_1355257;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122223.598162366 488970.8301622)
34366966_759414;34366966_943684;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128196.458616024 485239.213114688)
34366966_759415;34366966_1355277;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128974.640691915 485290.734082436)
34366966_759419;34366966_1355255;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122005.694440199 489018.145453138)
34366966_759422;34366966_1355269;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128422.421453954 485781.967937039)
34366966_759425;34366966_1280581;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128561.609704086 485052.212505659)
34366966_759432;34366966_1280563;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125433.977525754 485092.835241749)
34366966_759433;34366966_1355272;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128526.909976242 485617.073909349)
34366966_759434;34366966_1355265;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(127691.099565906 486243.83694396)
34366966_759435;34366966_943684;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128217.478594487 485220.71553362)
34366966_759437;34366966_943705;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(129023.040478492 484897.162439639)
34366966_759440;34366966_1280116;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(127414.738990338 486089.097691565)
34366966_759442;34366966_1355268;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(128175.637334699 485968.892268607)
34366966_759446;34366966_1355290;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129679.088647263 485116.788695472)
34366966_759454;34366966_1280591;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(129216.648704121 485060.265802747)
34366966_759457;34366966_1280569;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127849.024709662 485740.918404406)
34366966_759458;34366966_943676;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127924.335834717 485496.030424517)
34366966_759459;34366966_1355276;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128780.386949645 485256.521143018)
34366966_759461;34366966_943650;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125758.859292911 487256.979898987)
34366966_759462;34366966_943704;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(129079.51418226 484791.098256334)
34366966_759471;34366966_1355259;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122279.899494937 488789.899494937)
34366966_759474;34366966_943679;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128146.659893678 485745.721082611)
34366966_759475;34366966_943687;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128446.659893678 485480.721082611)
34366966_759477;34366966_1280577;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128440.122582646 485190.012092198)
34366966_759480;34366966_1355256;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122057.457826285 488848.085815343)
34366966_759490;34366966_1355256;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122055.542173715 488951.914184657)
34366966_759497;34366966_1355259;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122260.100505063 488770.100505063)
34366966_759508;34366966_943650;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125731.140707089 487253.020101013)
34366966_759511;34366966_943676;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(127970.664165283 485588.969575483)
34366966_759512;34366966_1280569;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(127905.975290338 485654.081595594)
34366966_759517;34366966_1280589;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128873.085290024 484852.817058006)
34366966_759523;34366966_1355290;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129780.911352737 484833.211304528)
34366966_759527;34366966_1355268;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128094.263987573 486027.016087982)
34366966_759528;34366966_1355269;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128405.183420791 485759.903254566)
34366966_759530;34366966_1355268;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(128159.362665301 485946.107731393)
34366966_759532;34366966_1280116;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127585.261009662 485980.902308435)
34366966_759534;34366966_943705;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(129189.959521508 485010.837560361)
34366966_759536;34366966_943684;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128262.521405513 485314.28446638)
34366966_759538;34366966_1355272;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128483.090023758 485522.926090651)
34366966_759539;34366966_1280563;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125381.022474246 485182.164758251)
34366966_759541;34366966_1355263;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(127681.19999999 486303.400000013)
34366966_759542;34366966_1355263;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(127621.19999999 486383.400000013)
34366966_759545;34366966_1355271;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(128178.390295914 485782.787494341)
34366966_759546;34366966_1280581;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128518.390295914 484957.787494341)
34366966_759548;34366966_106790;Gemeente Amsterdam;R ,;4;1.0;Geen;1;Geen significante blootstelling ligging op of dicht bij snelweg;;27-9-2022 09:38;POINT(126736.713114677 486723.541383986)
34366966_759551;34366966_1280589;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128885.776196955 484827.858274356)
34366966_759552;34366966_1355255;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122032.305559801 489026.854546862)
34366966_759555;34366966_1355277;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128880.359308085 485334.265917564)
34366966_759557;34366966_943684;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128283.541383976 485295.786885312)
34366966_759558;34366966_1355257;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122196.401837634 488964.1698378)
34366966_759562;34366966_1280580;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128550.382841809 485091.198777046)
34366966_759563;34366966_1355295;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125707.796622219 487695.635802937)
34366966_759565;34366966_943681;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(128105.30292908 485133.690052702)
34366966_759569;34366966_943721;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129704.32281906 484682.305090601)
34366966_759570;34366966_1355290;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129806.270679078 484845.081627504)
34366966_759574;34366966_1355287;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129429.24488307 484881.732811189)
34366966_759581;34366966_1280572;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128116.953481665 485507.833120249)
34366966_759582;34366966_1355270;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128536.953481665 485682.833120249)
34366966_759589;34366966_1280566;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(127275.259657624 486198.960965468)
34366966_759599;34366966_1280574;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128210.634493748 485387.093881961)
34366966_759601;34366966_1355273;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128630.634493748 485562.093881961)
34366966_759608;34366966_1280581;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128497.01547994 484975.873877122)
34366966_759610;34366966_1355271;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(128157.01547994 485800.873877122)
34366966_759613;34366966_1280584;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128726.407186637 485237.250995796)
34366966_759617;34366966_1280584;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128747.238019413 485218.54066694)
34366966_759618;34366966_1280572;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128098.615426614 485486.67382591)
34366966_759619;34366966_1355270;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128518.615426614 485661.67382591)
34366966_759623;34366966_1355258;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122263.157107929 488822.284402882)
34366966_759628;34366966_1280118;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127670.424824203 485864.786479135)
34366966_759630;34366966_943687;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128425.664433739 485499.246488462)
34366966_759631;34366966_943679;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128125.664433739 485764.246488462)
34366966_759635;34366966_1355273;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128704.963908396 485495.197408778)
34366966_759637;34366966_1280574;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128136.305079146 485453.990355103)
34366966_759638;34366966_1355257;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122247.385035301 488873.700431046)
34366966_759641;34366966_1355267;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(127980.813010375 485938.41995725)
34366966_759644;34366966_1355262;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127585.073346893 486371.55632531)
34366966_759646;34366966_1355264;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127633.509644887 485966.305079135)
34366966_759652;34366966_1355266;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127863.108899872 485856.087474299)
34366966_759659;34366966_1355287;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129454.419090549 484893.990840304)
34366966_759663;34366966_1355262;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127501.868317488 486316.086305706)
34366966_759668;34366966_1355265;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(127713.39210734 486260.779275452)
34366966_759669;34366966_1280583;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128679.907161298 485011.868477049)
34366966_759670;34366966_1355276;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128845.793348598 485332.165065285)
34366966_759675;34366966_1355269;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128343.619016587 485843.532341233)
34366966_759679;34366966_1355287;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129473.023558526 484791.824927366)
34366966_759681;34366966_943704;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(129230.843210313 484660.333103174)
34366966_759682;34366966_943705;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(129010.640612195 484922.267086935)
34366966_759683;34366966_1280580;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128569.074102256 485112.046721379)
34366966_759684;34366966_1280587;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128776.227895695 484925.885241164)
34366966_759688;34366966_1280563;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125506.276594869 485023.749464594)
34366966_759690;34366966_1355256;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122084.276962272 488856.131556135)
34366966_759692;34366966_943652;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125777.486323251 487123.880492058)
34366966_759693;34366966_943654;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125797.486323251 486968.880492058)
34366966_759697;34366966_1355290;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129696.123331527 485014.34934984)
34366966_759699;34366966_1355295;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125679.958824887 487692.626311333)
34366966_759700;34366966_1355267;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(127965.490028228 485961.855106452)
34366966_759711;34366966_1355283;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129328.585577215 484573.274478671)
34366966_759712;34366966_1355264;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127700.406118049 486040.63449376)
34366966_759713;34366966_1355266;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(127928.409140955 485936.83323892)
34366966_759715;34366966_1355284;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129425.662894338 484953.898891971)
34366966_759716;34366966_943687;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128359.502270012 485424.262702905)
34366966_759717;34366966_943679;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128059.502270012 485689.262702905)
34366966_759719;34366966_1355262;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127486.336711946 486339.383713916)
34366966_759721;34366966_943721;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129805.570685244 484705.389059022)
34366966_759723;34366966_1355290;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129721.482657868 485026.219672816)
34366966_759725;34366966_1355275;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128760.445160683 485481.817442026)
34366966_759728;34366966_1355277;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128956.483631133 485269.419272004)
34366966_759731;34366966_1280116;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127567.12685389 485959.568007546)
34366966_759733;34366966_1280116;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127509.067077867 486045.667150461)
34366966_759734;34366966_1355275;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128833.634558126 485413.675589234)
34366966_759736;34366966_943681;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128170.455536052 485209.552677259)
34366966_759737;34366966_943721;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129629.783676698 484610.000759811)
34366966_759740;34366966_1280584;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128680.415416393 485144.144835578)
34366966_759741;34366966_1355295;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125690.707009185 487593.205606581)
34366966_759762;34366966_1355264;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127767.302591212 486114.963908384)
34366966_759763;34366966_1280587;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(128852.785706952 484861.55094599)
34366966_759773;34366966_1280563;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125453.321543362 485113.078981097)
34366966_759776;34366966_1280577;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128363.503428328 485254.2733184)
34366966_759779;34366966_1355295;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125718.544806517 487596.215098176)
34366966_759780;34366966_1280116;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(127400.963387076 486138.3470075)
34366966_759781;34366966_943676;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127903.572832886 485514.815997571)
34366966_759794;34366966_1280569;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127830.618384622 485719.818470793)
34366966_759796;34366966_943654;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125810.283457015 486869.702705394)
34366966_759797;34366966_943652;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(125790.283457015 487024.702705394)
34366966_759798;34366966_1355262;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127569.541741408 486394.853733558)
34366966_759802;34366966_943705;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(129100.300066884 484966.552323664)
34366966_759805;34366966_1280577;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128458.115725979 485211.465455407)
34366966_759809;34366966_1355272;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(128461.830838896 485541.148249113)
34366966_759810;34366966_1355287;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129516.802233986 484701.917043535)
34366966_759813;34366966_1355260;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122307.276627496 488753.553553868)
34366966_759814;34366966_943704;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(129155.178696275 484725.715679764)
34366966_1088862;34366966_776631;Gemeente Amsterdam;L Radarweg,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(117472 489538.504900731)
34366966_1088862;34366966_1354992;Gemeente Amsterdam;L Radarweg,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(117472 489538.504900731)
34366966_1088864;34366966_1144014;Gemeente Amsterdam;R Derkinderenstraat,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(117776 486111.5)
34366966_1088865;34366966_1144013;Gemeente Amsterdam;R Derkinderenstraat,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(117776 485942.5)
34366966_1088866;34366966_1144033;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(118176 485730.900000095)
34366966_1088866;34366966_1144034;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(118176 485730.900000095)
34366966_1088867;34366966_106822;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(126656 488404.313869724)
34366966_1088867;34366966_106819;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(126656 488404.313869724)
34366966_1088868;34366966_1143965;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(117584.25 485678.5)
34366966_1088868;34366966_1143964;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(117584.25 485678.5)
34366966_1088869;34366966_100376;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(120144.5 482008.5)
34366966_1088870;34366966_100376;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(120144.5 481975.5)
34366966_1088872;34366966_1145007;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(128337 481141.826192714)
34366966_1088874;34366966_1354992;Gemeente Amsterdam;L Radarweg,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(117489 489647.315341562)
