identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsAfstand;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
59734817_33722;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8834;-999;205;117;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180989 579930,181000 579952,181006 579960)
59734817_33723;Gemeente Leeuwarden;G;Heliconweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;6970;-999;175;96;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180981 579853,180979 579841,180980 579830,180985 579822)
59734817_33724;Gemeente Leeuwarden;G;Heliconweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;6970;-999;175;96;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180985 579822,180990 579828,180994 579839,180995 579851)
59734817_33725;Gemeente Leeuwarden;G;Harlingerstraatweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;9754;-999;844;178;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180898 579906,180934 579897)
59734817_33726;Gemeente Leeuwarden;G;Harlingerstraatweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;9754;-999;844;178;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180898 579906,180935 579903)
59734817_33729;Gemeente Leeuwarden;G;Harlingerstraatweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;19507;-999;1687;355;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180630 579945,180662 579941,180700 579934,180709 579933)
59734817_33730;Gemeente Leeuwarden;G;Harlingerstraatweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;19507;-999;1687;355;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180709 579933,180788 579921)
59734817_33884;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181281 578419,181340 578374)
59734817_33885;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181340 578374,181364 578355,181412 578317)
59734817_33886;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181412 578317,181459 578283,181502 578254)
59734817_33887;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181502 578254,181593 578192)
59734817_33888;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181593 578192,181606 578183,181686 578133)
59734817_33889;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;17668;-999;409;234;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181006 579960,181007 579975,181018 580038)
59734817_33890;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8834;-999;205;117;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181006 579960,181011 579948,181014 579925)
59734817_33891;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;17668;-999;409;234;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181018 580038,181034 580073,181065 580139)
59734817_33892;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;17668;-999;409;234;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181065 580139,181113 580239)
59734817_33893;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;17668;-999;409;234;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181113 580239,181127 580269)
59734817_33894;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;17668;-999;409;234;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181127 580269,181134 580283,181141 580297)
59734817_33895;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;17668;-999;409;234;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181141 580297,181146 580308,181174 580369)
59734817_33896;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;17668;-999;409;234;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181174 580369,181205 580435,181209 580441)
59734817_33897;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;17668;-999;409;234;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181209 580441,181255 580498)
59734817_33898;Gemeente Leeuwarden;G;Valeriusstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;17668;-999;409;234;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181255 580498,181331 580595)
59734817_33899;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;8315;-999;263;175;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181384 580642,181431 580665,181446 580672,181469 580683,181496 580697)
59734817_33900;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;8315;-999;263;175;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181393 580625,181471 580671)
59734817_33901;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;8315;-999;263;175;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181471 580671,181473 580672,181550 580715)
59734817_33902;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;8315;-999;263;175;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181550 580715,181567 580725,181601 580740,181632 580752)
59734817_33903;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;8315;-999;263;175;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181632 580752,181650 580759,181675 580767,181691 580771,181719 580776)
59734817_33904;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;8315;-999;263;175;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181719 580776,181723 580777,181781 580787,181783 580787,181808 580789)
59734817_33905;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;8315;-999;263;175;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181593 580748,181618 580758,181656 580772,181696 580782)
59734817_33906;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;8315;-999;263;175;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181696 580782,181710 580786,181723 580789,181780 580798,181804 580802)
59734817_33907;Gemeente Leeuwarden;G;Mr. P.J. Troelstraweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;16963;-999;589;303;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181366 580679,181384 580642)
59734817_33908;Gemeente Leeuwarden;G;Valeriusplein;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8834;-999;205;117;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181342 580613,181378 580640,181384 580642)
59734817_33909;Gemeente Leeuwarden;G;Mr. P.J. Troelstraweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;16963;-999;589;303;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181329 580760,181338 580738,181366 580679)
59734817_33910;Gemeente Leeuwarden;G;Mr. P.J. Troelstraweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;16963;-999;589;303;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181290 580960,181299 580899,181304 580859)
59734817_33911;Gemeente Leeuwarden;G;Mr. P.J. Troelstraweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;16963;-999;589;303;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181304 580859,181304 580857,181308 580831,181312 580810,181325 580770,181329 580760)
59734817_33912;Gemeente Leeuwarden;G;Mr. P.J. Troelstraweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;176963;-999;589;303;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181297 581227,181298 581230,181298 581250,181300 581281)
59734817_33913;Gemeente Leeuwarden;G;Mr. P.J. Troelstraweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;16963;-999;589;303;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181283 581087,181284 581157,181286 581168,181296 581219,181297 581227)
59734817_33914;Gemeente Leeuwarden;G;Mr. P.J. Troelstraweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;16963;-999;589;303;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181283 581087,181282 581056,181286 581006,181290 580960)
59734817_33915;Gemeente Leeuwarden;G;Mr. P.J. Troelstraweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;16963;-999;589;303;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181267 581622,181286 581509)
59734817_33916;Gemeente Leeuwarden;G;Mr. P.J. Troelstraweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;16963;-999;589;303;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181286 581509,181289 581494,181302 581395)
59734817_33917;Gemeente Leeuwarden;G;Mr. P.J. Troelstraweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;16963;-999;589;303;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181302 581395,181303 581385,181302 581315,181300 581281)
59734817_34245;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181975 577978,181987 577973,181990 577972)
59734817_34246;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181990 577972,182086 577933)
59734817_34247;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182086 577933,182182 577895)
59734817_34248;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181686 578133,181708 578118)
59734817_34249;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181728 578104,181747 578092)
59734817_34250;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181747 578092,181820 578049)
59734817_34251;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181820 578049,181841 578037,181892 578013,181897 578011)
59734817_34252;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;14936;-999;476;428;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181897 578011,181975 577978)
59734817_34253;Gemeente Leeuwarden;G;Lange Marktstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;3994;-999;105;36;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181782 579103,181791 579104,181841 579097,181865 579092)
59734817_34254;Gemeente Leeuwarden;G;Lange Marktstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;4707;-999;105;36;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181782 579103,181788 579099,181862 579083)
59734817_34255;Gemeente Leeuwarden;G;Lange Marktstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;1530;-999;230;13;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181885 579083,181918 579082,181956 579080,181977 579078)
59734817_34256;Gemeente Leeuwarden;G;Lange Marktstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;1530;-999;230;13;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181977 579078,181993 579077,182030 579074,182060 579070,182068 579069)
59734817_34257;Gemeente Leeuwarden;G;Lange Marktstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;1530;-999;230;13;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181883 579091,181916 579091,181976 579085)
59734817_34258;Gemeente Leeuwarden;G;Lange Marktstraat;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;1530;-999;230;13;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181976 579085,182030 579080,182060 579078,182068 579079)
59734817_34259;Gemeente Leeuwarden;G;Verlaatsbrug;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;7988;-999;209;72;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181747 579128,181782 579103)
59734817_34260;Gemeente Leeuwarden;G;Vrouwenpoortsbrug;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8501;-999;228;64;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181790 579641,181800 579620,181826 579579)
59734817_34261;Gemeente Leeuwarden;G;Boterhoek;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;6914;-999;347;126;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181884 579701,181990 579717,181999 579719)
59734817_34262;Gemeente Leeuwarden;G;Westerplantage;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;3457;-999;173;63;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181848 579536,181854 579547,181862 579602,181855 579616)
59734817_34263;Gemeente Leeuwarden;G;Westerplantage;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;30;-999;6914;-999;347;126;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181863 579681,181866 579691,181875 579698,181884 579701)
59734817_34264;Gemeente Leeuwarden;G;Westerplantage;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;30;-999;6914;-999;347;126;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181855 579616,181863 579681)
59734817_34265;Gemeente Leeuwarden;G;Harlingersingel;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8501;-999;228;64;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181778 579674,181790 579641)
59734817_34266;Gemeente Leeuwarden;G;Harlingersingel;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8501;-999;228;64;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181741 579775,181756 579737,181771 579693)
59734817_34267;Gemeente Leeuwarden;G;Westerplantage;;SRM1;e;1.0000;-999;;;-999;-999;;-999;-999;50;-999;3457;-999;173;63;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181846 579583,181853 579600,181855 579616)
59734817_34268;Gemeente Leeuwarden;G;Groeneweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;6914;-999;347;126;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181999 579719,182013 579722)
59734817_34269;Gemeente Leeuwarden;G;Spanjaardsplein;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;6497;-999;198;53;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181931 580289,181942 580272,181947 580267)
59734817_34270;Gemeente Leeuwarden;G;Spanjaardslaan;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;6497;-999;198;53;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(182004 580219,182007 580217,182037 580196)
59734817_34271;Gemeente Leeuwarden;G;Spanjaardslaan;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;6497;-999;198;53;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181983 580235,182001 580221,182004 580219)
59734817_34272;Gemeente Leeuwarden;G;Spanjaardslaan;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;6497;-999;198;53;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(181947 580267,181960 580252,181983 580235)
59734817_34273;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181804 580802,181825 580804,181890 580808)
59734817_34274;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181890 580808,181941 580811,181971 580811,181977 580811)
59734817_34275;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181808 580789,181923 580798)
59734817_34276;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(182037 580803,182140 580807,182152 580807)
59734817_34277;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(181977 580811,182068 580814)
59734817_34278;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(182068 580814,182135 580817,182159 580817)
59734817_34279;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(182159 580817,182251 580817)
59734817_34280;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(182251 580817,182342 580817)
59734817_34281;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(182342 580817,182433 580817)
59734817_34566;Gemeente Leeuwarden;G;Van Harinxmabrug;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182390 577437,182392 577510,182393 577548)
59734817_34567;Gemeente Leeuwarden;G;Van Harinxmabrug;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182370 577437,182372 577510,182373 577548)
59734817_34568;Gemeente Leeuwarden;G;Overijsselseweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182355 577132,182361 577173,182371 577233)
59734817_34569;Gemeente Leeuwarden;G;Overijsselseweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182371 577233,182378 577273,182380 577291,182383 577321,182384 577335)
59734817_34570;Gemeente Leeuwarden;G;Overijsselseweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182384 577335,182388 577378,182390 577437)
59734817_34571;Gemeente Leeuwarden;G;Overijsselseweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182343 577135,182359 577235)
59734817_34572;Gemeente Leeuwarden;G;Overijsselseweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182359 577235,182361 577245,182364 577268,182365 577293,182366 577336)
59734817_34573;Gemeente Leeuwarden;G;Overijsselseweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182366 577336,182370 577437)
59734817_34574;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;7468;-999;238;214;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182279 577870,182287 577868,182310 577865,182380 577860)
59734817_34575;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;12152;-999;247;451;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(182394 577837,182456 577833)
59734817_34576;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;12152;-999;247;451;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(182456 577833,182554 577828)
59734817_34577;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;12152;-999;247;451;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(182394 577859,182438 577854,182474 577854)
59734817_34578;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;12152;-999;247;451;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(182474 577854,182524 577854,182555 577854)
59734817_34579;Gemeente Leeuwarden;G;Verlengde Schrans;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182393 577548,182395 577598,182396 577644)
59734817_34580;Gemeente Leeuwarden;G;Verlengde Schrans;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182396 577644,182396 577653,182395 577741)
59734817_34581;Gemeente Leeuwarden;G;Verlengde Schrans;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182395 577741,182394 577819,182394 577837)
59734817_34582;Gemeente Leeuwarden;G;Verlengde Schrans;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182373 577548,182375 577645)
59734817_34583;Gemeente Leeuwarden;G;Verlengde Schrans;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182375 577645,182377 577741,182377 577741)
59734817_34584;Gemeente Leeuwarden;G;Verlengde Schrans;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;11404;-999;214;285;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182377 577741,182381 577822,182380 577838)
59734817_34585;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;30;-999;7468;-999;238;214;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(182182 577895,182189 577889,182205 577883)
