identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsAfstand;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
59734817_145329;Gemeente Leeuwarden;G;Valeriusplein;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8834;-999;205;117;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:35;LINESTRING(181345 580598,181348 580599,181393 580625)
59734817_146824;Gemeente Leeuwarden;G;Valeriusplein;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8834;-999;205;117;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:35;LINESTRING(181331 580595,181336 580604)
59734817_146825;Gemeente Leeuwarden;G;Valeriusplein;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8834;-999;205;117;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:35;LINESTRING(181336 580604,181342 580613)
59734817_147072;Gemeente Leeuwarden;G;Valeriusplein;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8834;-999;205;117;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:36;LINESTRING(181331 580595,181338 580597)
59734817_147073;Gemeente Leeuwarden;G;Valeriusplein;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;8834;-999;205;117;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:36;LINESTRING(181338 580597,181345 580598)
27364178_1530655;Ministerie van IenW-Rijkswaterstaat;R;RYKSWG;;SRM2;93;1.0000;1;sz;;-999;-999;;-999;-999;100;130;17967;3553;1576;2364;-999;0.0000;0.0000;0.0000;-999;18844_;12-10-2022 14:17:01;LINESTRING(177868.628699999 539061.741300002,177879 539032,177933.276000001 538897)
27364178_1530670;Ministerie van IenW-Rijkswaterstaat;R;RYKSWG;;SRM2;93;1.0000;1;sz;;-999;-999;;-999;-999;100;130;16821;4015;1488;2268;-999;0.0000;0.0000;0.0000;-999;18854_;12-10-2022 14:17:01;LINESTRING(177814.164099999 539290.0988,177816.344000001 539283.147,177849 539179,177858.421100002 539153.092099998)
27364178_1531999;Ministerie van IenW-Rijkswaterstaat;R;FRIESCHEPALEN 31;;SRM2;93;1.0000;4;sz;;-999;-999;;-999;-999;100;130;1582;330;124;184;-999;0.0000;0.0000;0.0000;-999;20061_;12-10-2022 14:17:01;LINESTRING(208526.021000002 571549.827,208535.605 571556.072000001,208580 571585,208595 571600,208603 571609,208604.075100001 571610.791900001)
27364178_1532004;Ministerie van IenW-Rijkswaterstaat;R;FRIESCHEPALEN 31;;SRM2;93;1.0000;1;sz;;-999;-999;;-999;-999;100;130;2335;517;148;120;-999;0.0000;0.0000;0.0000;-999;20066_;12-10-2022 14:17:01;LINESTRING(208435.401273994 571704.302607604,208435.401999999 571704.302999999,208464.526999999 571716.986000001,208500.432 571736.458999999,208513.666999999 571742.089000002,208528.272 571745.588,208542.725000001 571746.5,208557.787 571744.217999998,208571.783 571739.350000001,208584.681000002 571732.098999999,208593 571724,208597.323899999 571717.514199998)
27364178_1532006;Ministerie van IenW-Rijkswaterstaat;R;FRIESCHEPALEN 31;;SRM2;93;1.0000;4;sz;;-999;-999;;-999;-999;100;130;2335;517;148;120;-999;0.0000;0.0000;0.0000;-999;20068_;12-10-2022 14:17:01;LINESTRING(208594.214200001 571624.1241,208583.344999999 571610.035,208561.134 571589.953000002,208528.109999999 571567.103,208518.256000001 571560.29)
27364178_1532007;Ministerie van IenW-Rijkswaterstaat;R;FRIESCHEPALEN 31;;SRM2;93;1.0000;5;sz;;-999;-999;;-999;-999;100;130;1998;330;220;252;-999;0.0000;0.0000;0.0000;-999;20069_;12-10-2022 14:17:01;LINESTRING(208348.338 571807.386999998,208359.929000001 571815.254999999,208416.388 571851.640000001,208432.5396 571861.765999999)
27364178_1532010;Ministerie van IenW-Rijkswaterstaat;R;FRIESCHEPALEN 31;;SRM2;93;1.0000;5;sz;;-999;-999;;-999;-999;100;130;1576;264;136;112;-999;0.0000;0.0000;0.0000;-999;20072_;12-10-2022 14:17:01;LINESTRING(208340.100000001 571817.973000001,208350.690000001 571823.857000001,208353.052000001 571825.425999999,208406.649999999 571861.030999999,208424.061500002 571872.319899999)
27364178_1532017;Ministerie van IenW-Rijkswaterstaat;R;RYKSWG;;SRM2;93;1.0000;1;sz;;-999;-999;;-999;-999;100;130;21519;4389;1528;1696;-999;0.0000;0.0000;0.0000;-999;20079_;12-10-2022 14:17:01;LINESTRING(208390.423999999 571679.993000001,208398 571685,208402 571687.973999999,208432.611000001 571708.409000002,208453 571722,208498.734000001 571750.964899998,208543 571779,208681 571870,208692.695500001 571877.9023)
27364178_1534811;Ministerie van IenW-Rijkswaterstaat;R;RYKSWG;;SRM2;93;1.0000;1;sz;;-999;-999;;-999;-999;100;130;11963;2321;1300;1740;-999;0.0000;0.0000;0.0000;-999;22325_;12-10-2022 14:17:06;LINESTRING(199997.739500001 539240.3083,200043.155999999 539168.081999999,200051.129700001 539155.1635)
27364178_1561134;Ministerie van IenW-Rijkswaterstaat;R;RYKSWG;;SRM2;93;1.0000;1;sz;;-999;-999;;-999;-999;100;130;23765;3883;1720;2156;-999;0.0000;0.0000;0.0000;-999;37288_;12-10-2022 14:17:18;LINESTRING(208381.383900002 571689.0495,208415.958000001 571713.857000001,208425.046999998 571718.947999999,208441.263999999 571728.188000001)
27364178_1602268;Ministerie van IenW-Rijkswaterstaat;R;Rijksweg A32;;SRM2;93;1.0000;0;;;-999;-999;;-999;-999;100;130;13472;2288;1268;1584;-999;0.0000;0.0000;0.0000;-999;;12-10-2022 14:17:22;LINESTRING(200028.371 539163.017,200107.913581883 539031.294998074)
